mysql> select * from recipes;
+------+---------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------------------+
| id   | name                                                                      | link                                                                                                          |
| 2295 | Roasted Parsnips                                                          | http://www.simplyrecipes.com/recipes/roasted_parsnips/                                                        |
| 2296 | Roasted Poblanos in Cream Sauce (Rajas con Crema)                         | http://www.simplyrecipes.com/recipes/roasted_poblanos_in_cream_sauce_rajas_con_crema/                         |
| 2297 | Roasted Red Pepper Pasta Sauce                                            | http://www.simplyrecipes.com/recipes/roasted_red_pepper_pasta_sauce/                                          |
| 2298 | Roasted Red Pepper Potato Soup                                            | http://www.simplyrecipes.com/recipes/roasted_red_pepper_potato_soup/                                          |
| 2299 | Roasted Zucchini with Garlic                                              | http://www.simplyrecipes.com/recipes/roasted_zucchini_with_garlic/                                            |
| 2300 | Root Beer Float                                                           | http://www.simplyrecipes.com/recipes/root_beer_float/                                                         |
| 2301 | Rose Hip Jelly and Jam                                                    | http://www.simplyrecipes.com/recipes/rose_hip_jelly_and_jam/                                                  |
| 2302 | Rose Petal Flan                                                           | http://www.simplyrecipes.com/recipes/rose_petal_flan/                                                         |
| 2303 | Rosemary Chicken Skewers with Berry Sauce                                 | http://www.simplyrecipes.com/recipes/rosemary_chicken_skewers_with_berry_sauce/                               |
| 2304 | Rosemary Duck with Apricots                                               | http://www.simplyrecipes.com/recipes/rosemary_duck_with_apricots/                                             |
| 2305 | Rosemary Lemon Rhubarb Spritzer                                           | http://www.simplyrecipes.com/recipes/rosemary_lemon_rhubarb_spritzer/                                         |
| 2306 | Rustic Apricot Tart                                                       | http://www.simplyrecipes.com/recipes/rustic_apricot_tart/                                                     |
| 2307 | Rustic Onion Tart                                                         | http://www.simplyrecipes.com/recipes/rustic_onion_tart/                                                       |
| 2308 | Saffron Rice Pilaf                                                        | http://www.simplyrecipes.com/recipes/saffron_rice_pilaf/                                                      |
| 2309 | Sake Ginger Glazed Salmon                                                 | http://www.simplyrecipes.com/recipes/sake_ginger_glazed_salmon/                                               |
| 2310 | Salmon Fish Stew, Brazilian Style                                         | http://www.simplyrecipes.com/recipes/salmon_fish_stew_brazilian_style/                                        |
| 2311 | Salmon Macaroni Salad                                                     | http://www.simplyrecipes.com/recipes/salmon_macaroni_salad/                                                   |
| 2312 | Salmon Mousse                                                             | http://www.simplyrecipes.com/recipes/salmon_mousse/                                                           |
| 2313 | Salmon Patties                                                            | http://www.simplyrecipes.com/recipes/salmon_patties/                                                          |
| 2314 | Salmon Provencal                                                          | http://www.simplyrecipes.com/recipes/salmon_provencal/                                                        |
| 2315 | Salmon Salad                                                              | http://www.simplyrecipes.com/recipes/salmon_salad/                                                            |
| 2316 | Salmon Spread                                                             | http://www.simplyrecipes.com/recipes/salmon_spread/                                                           |
| 2317 | Salmon Teriyaki Skewers with Pineapple                                    | http://www.simplyrecipes.com/recipes/salmon_teriyaki_skewers_with_pineapple/                                  |
| 2318 | Salmon with Lemon Cream Sauce                                             | http://www.simplyrecipes.com/recipes/salmon_with_lemon_cream_sauce/                                           |
| 2319 | Salmon with Tomato, Onions, and Capers                                    | http://www.simplyrecipes.com/recipes/salmon_with_tomato_onions_and_capers/                                    |
| 2320 | Salsa Verde Carnitas                                                      | http://www.simplyrecipes.com/recipes/salsa_verde_carnitas/                                                    |
| 2321 | Salsa Verde Chicken Bake                                                  | http://www.simplyrecipes.com/recipes/salsa_verde_chicken_bake/                                                |
| 2322 | Santa Maria Style Tri Tip                                                 | http://www.simplyrecipes.com/recipes/santa_maria_style_tri_tip/                                               |
| 2323 | Sardine Rillettes                                                         | http://www.simplyrecipes.com/recipes/sardine_rillettes/                                                       |
| 2324 | Sauerkraut with Bacon and Apples                                          | http://www.simplyrecipes.com/recipes/sauerkraut_with_bacon_and_apples/                                        |
| 2325 | Sausage Breakfast Casserole                                               | http://www.simplyrecipes.com/recipes/sausage_breakfast_casserole/                                             |
| 2326 | Sausage, Peppers, and Onions                                              | http://www.simplyrecipes.com/recipes/sausage_peppers_and_onions/                                              |
| 2327 | Sausage, Spinach, Ricotta Stuffed Pasta Shells                            | http://www.simplyrecipes.com/recipes/sausage_spinach_ricotta_stuffed_pasta_shells/                            |
| 2328 | Sauteed Baby Artichokes                                                   | http://www.simplyrecipes.com/recipes/sauteed_baby_artichokes/                                                 |
| 2329 | Sautéed Chestnuts, Onions, and Bacon                                      | http://www.simplyrecipes.com/recipes/sauteed_chestnuts_onions_and_bacon/                                      |
| 2330 | Sautéed Greens with Pine Nuts and Raisins                                 | http://www.simplyrecipes.com/recipes/sauteed_greens_with_pine_nuts_and_raisins/                               |
| 2331 | Sautéed Kale with Smoked Paprika                                          | http://www.simplyrecipes.com/recipes/sauteed_kale_with_smoked_paprika/                                        |
| 2332 | Sautéed Kale with Tahini Sauce                                            | http://www.simplyrecipes.com/recipes/sauteed_kale_with_tahini_sauce/                                          |
| 2333 | Sautéed Kale with Toasted Cashews                                         | http://www.simplyrecipes.com/recipes/sauteed_kale_with_toasted_cashews/                                       |
| 2334 | Sautéed Petrale Sole in Herb Butter Sauce                                 | http://www.simplyrecipes.com/recipes/sauteed_petrale_sole_in_herb_butter_sauce/                               |
| 2335 | Sautéed Shrimp with Warm Tropical Fruit Salsa                             | http://www.simplyrecipes.com/recipes/sauteed_shrimp_with_warm_tropical_fruit_salsa/                           |
| 2336 | Sautéed Swiss Chard Ribs with Cream and Pasta                             | http://www.simplyrecipes.com/recipes/sauteed_swiss_chard_ribs_with_cream_and_pasta/                           |
| 2337 | Sautéed Swiss Chard with Mustard Seeds                                    | http://www.simplyrecipes.com/recipes/sauteed_swiss_chard_with_mustard_seeds/                                  |
| 2338 | Sautéed Zucchini with Gruyere                                             | http://www.simplyrecipes.com/recipes/sauteed_zucchini_with_gruyere/                                           |
| 2339 | Savory Cherry Compote                                                     | http://www.simplyrecipes.com/recipes/savory_cherry_compote/                                                   |
| 2340 | Savory Chicken Drummettes                                                 | http://www.simplyrecipes.com/recipes/savory_chicken_drummettes/                                               |
| 2341 | Scalloped Potatoes                                                        | http://www.simplyrecipes.com/recipes/scalloped_potatoes/                                                      |
| 2342 | Scalloped Turnips                                                         | http://www.simplyrecipes.com/recipes/scalloped_turnips/                                                       |
| 2343 | Scrambled Eggs with Tomatillos                                            | http://www.simplyrecipes.com/recipes/scrambled_eggs_with_tomatillos/                                          |
| 2344 | Sea Scallops with Asparagus Sauce                                         | http://www.simplyrecipes.com/recipes/sea_scallops_with_asparagus_sauce/                                       |
| 2345 | Seared Ahi Tuna                                                           | http://www.simplyrecipes.com/recipes/seared_ahi_tuna/                                                         |
| 2346 | Seared Sugar Snap Peas                                                    | http://www.simplyrecipes.com/recipes/seared_sugar_snap_peas/                                                  |
| 2347 | Seared Tuna with Avocado                                                  | http://www.simplyrecipes.com/recipes/seared_tuna_with_avocado/                                                |
| 2348 | Sesame Cucumber Salad                                                     | http://www.simplyrecipes.com/recipes/sesame_cucumber_salad/                                                   |
| 2349 | Sesame Fish Sticks                                                        | http://www.simplyrecipes.com/recipes/sesame_fish_sticks/                                                      |
| 2350 | Sesame and Cilantro Vermicelli Salad                                      | http://www.simplyrecipes.com/recipes/sesame_and_cilantro_vermicelli_salad/                                    |
| 2351 | Sesame-Orange Chicken                                                     | http://www.simplyrecipes.com/recipes/sesame-orange_chicken/                                                   |
| 2352 | Seville Orange Marmalade                                                  | http://www.simplyrecipes.com/recipes/seville_orange_marmalade/                                                |
| 2353 | Seville Orangeade                                                         | http://www.simplyrecipes.com/recipes/seville_orangeade/                                                       |
| 2354 | Shaved Fennel Salad                                                       | http://www.simplyrecipes.com/recipes/shaved_fennel_salad/                                                     |
| 2355 | Shell Pasta with Sausage and Greens                                       | http://www.simplyrecipes.com/recipes/shell_pasta_with_sausage_and_greens/                                     |
| 2356 | Sherry Potatoes                                                           | http://www.simplyrecipes.com/recipes/sherry_potatoes/                                                         |
| 2357 | Short-Rib Beef Stew with Ale                                              | http://www.simplyrecipes.com/recipes/short-rib_beef_stew_with_ale/                                            |
| 2358 | Shortbread Cookies                                                        | http://www.simplyrecipes.com/recipes/shortbread_cookies/                                                      |
| 2359 | Shrimp Cakes                                                              | http://www.simplyrecipes.com/recipes/shrimp_cakes/                                                            |
| 2360 | Shrimp Ceviche                                                            | http://www.simplyrecipes.com/recipes/shrimp_ceviche/                                                          |
| 2361 | Shrimp Cocktail                                                           | http://www.simplyrecipes.com/recipes/shrimp_cocktail/                                                         |
| 2362 | Shrimp Dip                                                                | http://www.simplyrecipes.com/recipes/shrimp_dip/                                                              |
| 2363 | Shrimp Etouffee                                                           | http://www.simplyrecipes.com/recipes/shrimp_etouffee/                                                         |
| 2364 | Shrimp Fried Rice                                                         | http://www.simplyrecipes.com/recipes/shrimp_fried_rice/                                                       |
| 2365 | Shrimp Pasta Salad                                                        | http://www.simplyrecipes.com/recipes/shrimp_pasta_salad/                                                      |
| 2366 | Shrimp Po Boy Sandwich                                                    | http://www.simplyrecipes.com/recipes/shrimp_po_boy_sandwich/                                                  |
| 2367 | Shrimp Quesadilla                                                         | http://www.simplyrecipes.com/recipes/shrimp_quesadilla/                                                       |
| 2368 | Shrimp Risotto                                                            | http://www.simplyrecipes.com/recipes/shrimp_risotto/                                                          |
| 2369 | Shrimp Scampi                                                             | http://www.simplyrecipes.com/recipes/shrimp_scampi/                                                           |
| 2370 | Shrimp and Artichoke Pasta                                                | http://www.simplyrecipes.com/recipes/shrimp_and_artichoke_pasta/                                              |
| 2371 | Shrimp and Avocado Salad                                                  | http://www.simplyrecipes.com/recipes/shrimp_and_avocado_salad/                                                |
| 2372 | Shrimp with Orange Beurre Blanc                                           | http://www.simplyrecipes.com/recipes/shrimp_with_orange_beurre_blanc/                                         |
| 2373 | Sichuan Eggplant                                                          | http://www.simplyrecipes.com/recipes/sichuan_eggplant/                                                        |
| 2374 | Sichuan Style Stir-Fried Chinese Long Beans                               | http://www.simplyrecipes.com/recipes/sichuan_style_stir-fried_chinese_long_beans/                             |
| 2375 | Simple Cauliflower Soup                                                   | http://www.simplyrecipes.com/recipes/simple_cauliflower_soup/                                                 |
| 2376 | Simple Cooked Tomato Salsa                                                | http://www.simplyrecipes.com/recipes/simple_cooked_tomato_salsa/                                              |
| 2377 | Simple Peas and Onions                                                    | http://www.simplyrecipes.com/recipes/simple_peas_and_onions/                                                  |
| 2378 | Simple Salsa                                                              | http://www.simplyrecipes.com/recipes/simple_salsa/                                                            |
| 2379 | Skillet Tortilla Pizza                                                    | http://www.simplyrecipes.com/recipes/skillet_tortilla_pizza/                                                  |
| 2380 | Sloppy Joes                                                               | http://www.simplyrecipes.com/recipes/sloppy_joes/                                                             |
| 2381 | Slow Cooked Boston Baked Beans                                            | http://www.simplyrecipes.com/recipes/slow_cooked_boston_baked_beans/                                          |
| 2382 | Slow Roasted Pork Shoulder with Savory Apple Gravy                        | http://www.simplyrecipes.com/recipes/slow_roasted_pork_shoulder_with_savory_apple_gravy/                      |
| 2383 | Slow and Low Country Ribs                                                 | http://www.simplyrecipes.com/recipes/slow_and_low_country_ribs/                                               |
| 2384 | Slow-Cooked Turkey with Mustard Sauce                                     | http://www.simplyrecipes.com/recipes/slow-cooked_turkey_with_mustard_sauce/                                   |
| 2385 | Smashed New Potatoes with Garlic and Chives                               | http://www.simplyrecipes.com/recipes/smashed_new_potatoes_with_garlic_and_chives/                             |
| 2386 | Smoked Bacon BLT with Arugula                                             | http://www.simplyrecipes.com/recipes/smoked_bacon_blt_with_arugula/                                           |
| 2387 | Smoked Paprika Roasted Chicken                                            | http://www.simplyrecipes.com/recipes/smoked_paprika_roasted_chicken/                                          |
| 2388 | Smoked Salmon Bisque                                                      | http://www.simplyrecipes.com/recipes/smoked_salmon_bisque/                                                    |
| 2389 | Smoked Salmon Hash                                                        | http://www.simplyrecipes.com/recipes/smoked_salmon_hash/                                                      |
| 2390 | Smoked Salmon Pasta                                                       | http://www.simplyrecipes.com/recipes/smoked_salmon_pasta/                                                     |
| 2391 | Smoked Salmon Pasta Salad                                                 | http://www.simplyrecipes.com/recipes/smoked_salmon_pasta_salad/                                               |
| 2392 | Smoked Salmon and Goat Cheese Toasts                                      | http://www.simplyrecipes.com/recipes/smoked_salmon_and_goat_cheese_toasts/                                    |
| 2393 | Smoked Salmon and Gruyere Grilled Cheese Sandwich                         | http://www.simplyrecipes.com/recipes/smoked_salmon_and_gruyere_grilled_cheese_sandwich/                       |
| 2394 | Smoked Salmon, Dill, and Goat Cheese Quiche                               | http://www.simplyrecipes.com/recipes/smoked_salmon_dill_and_goat_cheese_quiche/                               |
| 2395 | Smoky Barbecue Sauce                                                      | http://www.simplyrecipes.com/recipes/smoky_barbecue_sauce/                                                    |
| 2396 | Smoky Paprika Shrimp Skewers                                              | http://www.simplyrecipes.com/recipes/smoky_paprika_shrimp_skewers/                                            |
| 2397 | Snickerdoodles                                                            | http://www.simplyrecipes.com/recipes/snickerdoodles/                                                          |
| 2398 | Snow Peas with Pine Nuts and Mint                                         | http://www.simplyrecipes.com/recipes/snow_peas_with_pine_nuts_and_mint/                                       |
| 2399 | Soba Noodle Salad                                                         | http://www.simplyrecipes.com/recipes/soba_noodle_salad/                                                       |
| 2400 | Soda Bread Biscuits                                                       | http://www.simplyrecipes.com/recipes/soda_bread_biscuits/                                                     |
| 2401 | Sour Cream Apple Pie with Streusel Topping                                | http://www.simplyrecipes.com/recipes/sour_cream_apple_pie_with_streusel_topping/                              |
| 2402 | South Carolina Mustard BBQ Sauce                                          | http://www.simplyrecipes.com/recipes/south_carolina_mustard_bbq_sauce/                                        |
| 2403 | Southern Corn Bread                                                       | http://www.simplyrecipes.com/recipes/southern_corn_bread/                                                     |
| 2404 | Southwestern Coleslaw                                                     | http://www.simplyrecipes.com/recipes/southwestern_coleslaw/                                                   |
| 2405 | Spaghetti alla Carbonara                                                  | http://www.simplyrecipes.com/recipes/spaghetti_alla_carbonara/                                                |
| 2406 | Spaghetti and Meatballs                                                   | http://www.simplyrecipes.com/recipes/spaghetti_and_meatballs/                                                 |
| 2407 | Spanish Baked Chicken                                                     | http://www.simplyrecipes.com/recipes/spanish_baked_chicken/                                                   |
| 2408 | Spanish Rice                                                              | http://www.simplyrecipes.com/recipes/spanish_rice/                                                            |
| 2409 | Spanish Roasted Potatoes with Tomato Sauce                                | http://www.simplyrecipes.com/recipes/spanish_roasted_potatoes_with_tomato_sauce/                              |
| 2410 | Spanish Romesco Sauce                                                     | http://www.simplyrecipes.com/recipes/spanish_romesco_sauce/                                                   |
| 2411 | Spanish Tortilla                                                          | http://www.simplyrecipes.com/recipes/spanish_tortilla/                                                        |
| 2412 | Spare Ribs, Cabbage, and Sauerkraut                                       | http://www.simplyrecipes.com/recipes/spare_ribs_cabbage_and_sauerkraut/                                       |
| 2413 | Spareribs and Sauerkraut                                                  | http://www.simplyrecipes.com/recipes/spareribs_and_sauerkraut/                                                |
| 2414 | Spicy Breaded Chicken Wings                                               | http://www.simplyrecipes.com/recipes/spicy_breaded_chicken_wings/                                             |
| 2415 | Spicy Chicken Drumsticks                                                  | http://www.simplyrecipes.com/recipes/spicy_chicken_drumsticks/                                                |
| 2416 | Spicy Chicken Nuggets (Chicharrones de Pollo)                             | http://www.simplyrecipes.com/recipes/spicy_chicken_nuggets_chicharrones_de_pollo/                             |
| 2417 | Spicy Corn Fritters                                                       | http://www.simplyrecipes.com/recipes/spicy_corn_fritters/                                                     |
| 2418 | Spicy Crab Cakes with Horseradish Mayo                                    | http://www.simplyrecipes.com/recipes/spicy_crab_cakes_with_horseradish_mayo/                                  |
| 2419 | Spicy Cranberry Sauce with Pinot Noir                                     | http://www.simplyrecipes.com/recipes/spicy_cranberry_sauce_with_pinot_noir/                                   |
| 2420 | Spicy Fig Orange Microwave Jam                                            | http://www.simplyrecipes.com/recipes/spicy_fig_orange_microwave_jam/                                          |
| 2421 | Spicy Garlic Cashew Chicken                                               | http://www.simplyrecipes.com/recipes/spicy_garlic_cashew_chicken/                                             |
| 2422 | Spicy Garlic Shrimp with Coconut Rice                                     | http://www.simplyrecipes.com/recipes/spicy_garlic_shrimp_with_coconut_rice/                                   |
| 2423 | Spicy Grilled Turkey Burger with Coleslaw                                 | http://www.simplyrecipes.com/recipes/spicy_grilled_turkey_burger_with_coleslaw/                               |
| 2424 | Spicy Lamb Stew                                                           | http://www.simplyrecipes.com/recipes/spicy_lamb_stew/                                                         |
| 2425 | Spicy Lamb Stew with Butternut Squash                                     | http://www.simplyrecipes.com/recipes/spicy_lamb_stew_with_butternut_squash/                                   |
| 2426 | Spicy Pork Stew with Chickpeas and Sausage                                | http://www.simplyrecipes.com/recipes/spicy_pork_stew_with_chickpeas_and_sausage/                              |
| 2427 | Spicy Pumpkin Soup                                                        | http://www.simplyrecipes.com/recipes/spicy_pumpkin_soup/                                                      |
| 2428 | Spicy Turkey Soup with Yogurt, Chickpeas, and Mint                        | http://www.simplyrecipes.com/recipes/spicy_turkey_soup_with_yogurt_chickpeas_and_mint/                        |
| 2429 | Spicy Vegetarian Chili                                                    | http://www.simplyrecipes.com/recipes/spicy_vegetarian_chili/                                                  |
| 2430 | Spicy Zucchini Soup                                                       | http://www.simplyrecipes.com/recipes/spicy_zucchini_soup/                                                     |
| 2431 | Spicy, Citrusy Black Beans                                                | http://www.simplyrecipes.com/recipes/spicy_citrusy_black_beans/                                               |
| 2432 | Spinach                                                                   | http://www.simplyrecipes.com/recipes/spinach/                                                                 |
| 2433 | Spinach Frittata                                                          | http://www.simplyrecipes.com/recipes/spinach_frittata/                                                        |
| 2434 | Spinach Gratin with Hard Boiled Eggs                                      | http://www.simplyrecipes.com/recipes/spinach_gratin_with_hard_boiled_eggs/                                    |
| 2435 | Spinach Ricotta Gnocchi                                                   | http://www.simplyrecipes.com/recipes/spinach_ricotta_gnocchi/                                                 |
| 2436 | Spinach and Orzo Salad                                                    | http://www.simplyrecipes.com/recipes/spinach_and_orzo_salad/                                                  |
| 2437 | Spinach with Sesame and Garlic                                            | http://www.simplyrecipes.com/recipes/spinach_with_sesame_and_garlic/                                          |
| 2438 | Split Pea Soup                                                            | http://www.simplyrecipes.com/recipes/split_pea_soup/                                                          |
| 2439 | Spring Fava Bean Fennel Salad                                             | http://www.simplyrecipes.com/recipes/spring_fava_bean_fennel_salad/                                           |
| 2440 | Spring Lamb Stew                                                          | http://www.simplyrecipes.com/recipes/spring_lamb_stew/                                                        |
| 2441 | Spring Minestrone Soup                                                    | http://www.simplyrecipes.com/recipes/spring_minestrone_soup/                                                  |
| 2442 | Spring Pea Hummus                                                         | http://www.simplyrecipes.com/recipes/spring_pea_hummus/                                                       |
| 2443 | Spring Succotash                                                          | http://www.simplyrecipes.com/recipes/spring_succotash/                                                        |
| 2444 | Spritz Cookies                                                            | http://www.simplyrecipes.com/recipes/spritz_cookies/                                                          |
| 2445 | Stained Glass Cookies                                                     | http://www.simplyrecipes.com/recipes/stained_glass_cookies/                                                   |
| 2446 | Steak Diane                                                               | http://www.simplyrecipes.com/recipes/steak_diane/                                                             |
| 2447 | Steak Fajitas                                                             | http://www.simplyrecipes.com/recipes/steak_fajitas/                                                           |
| 2448 | Steak Salad                                                               | http://www.simplyrecipes.com/recipes/steak_salad/                                                             |
| 2449 | Steak Teriyaki                                                            | http://www.simplyrecipes.com/recipes/steak_teriyaki/                                                          |
| 2450 | Steamed Broccoli                                                          | http://www.simplyrecipes.com/recipes/steamed_broccoli/                                                        |
| 2451 | Stewed Tomatoes with Butter Toasted Croutons                              | http://www.simplyrecipes.com/recipes/stewed_tomatoes_with_butter_toasted_croutons/                            |
| 2452 | Stir Fried Japanese Eggplant with Ginger and Miso                         | http://www.simplyrecipes.com/recipes/stir_fried_japanese_eggplant_with_ginger_and_miso/                       |
| 2453 | Stir Fry Ginger Beef                                                      | http://www.simplyrecipes.com/recipes/stir_fry_ginger_beef/                                                    |
| 2454 | Stove-top Baked Beans                                                     | http://www.simplyrecipes.com/recipes/stove-top_baked_beans/                                                   |
| 2455 | Strawberry Cream Cake                                                     | http://www.simplyrecipes.com/recipes/strawberry_cream_cake/                                                   |
| 2456 | Strawberry Frozen Yogurt                                                  | http://www.simplyrecipes.com/recipes/strawberry_frozen_yogurt/                                                |
| 2457 | Strawberry Mascarpone Tart                                                | http://www.simplyrecipes.com/recipes/strawberry_mascarpone_tart/                                              |
| 2458 | Strawberry Milk                                                           | http://www.simplyrecipes.com/recipes/strawberry_milk/                                                         |
| 2459 | Strawberry Oatmeal Muffins                                                | http://www.simplyrecipes.com/recipes/strawberry_oatmeal_muffins/                                              |
| 2460 | Strawberry Rhubarb Cobbler                                                | http://www.simplyrecipes.com/recipes/strawberry_rhubarb_cobbler/                                              |
| 2461 | Strawberry Rhubarb Pie                                                    | http://www.simplyrecipes.com/recipes/strawberry_rhubarb_pie/                                                  |
| 2462 | Strawberry Rhubarb Terrine                                                | http://www.simplyrecipes.com/recipes/strawberry_rhubarb_terrine/                                              |
| 2463 | Strawberry Shortcake                                                      | http://www.simplyrecipes.com/recipes/strawberry_shortcake/                                                    |
| 2464 | Strawberry Shortcake Sliders                                              | http://www.simplyrecipes.com/recipes/strawberry_shortcake_sliders/                                            |
| 2465 | Strawberry Watermelon Agua Fresca                                         | http://www.simplyrecipes.com/recipes/strawberry_watermelon_agua_fresca/                                       |
| 2466 | Strawberry White Chocolate Mousse                                         | http://www.simplyrecipes.com/recipes/strawberry_white_chocolate_mousse/                                       |
| 2467 | Stuffed Herbed Chicken with Boursin Cheese                                | http://www.simplyrecipes.com/recipes/stuffed_herbed_chicken_with_boursin_cheese/                              |
| 2468 | Stuffed Meatloaf with Spinach and Red Bell Pepper                         | http://www.simplyrecipes.com/recipes/stuffed_meatloaf_with_spinach_and_red_bell_pepper/                       |
| 2469 | Stuffed Pork Chops with Kielbasa and Sauerkraut                           | http://www.simplyrecipes.com/recipes/stuffed_pork_chops_with_kielbasa_and_sauerkraut/                         |
| 2470 | Stuffed Roast Turkey Breast                                               | http://www.simplyrecipes.com/recipes/stuffed_roast_turkey_breast/                                             |
| 2471 | Stuffed Zucchini with Ham and Mushrooms                                   | http://www.simplyrecipes.com/recipes/stuffed_zucchini_with_ham_and_mushrooms/                                 |
| 2472 | Stuffed Zucchini with Turkey Sausage                                      | http://www.simplyrecipes.com/recipes/stuffed_zucchini_with_turkey_sausage/                                    |
| 2473 | Stuffed, Braised Pork Shoulder                                            | http://www.simplyrecipes.com/recipes/stuffed_braised_pork_shoulder/                                           |
| 2474 | Sugar Cookies                                                             | http://www.simplyrecipes.com/recipes/sugar_cookies/                                                           |
| 2475 | Sugared Pecans                                                            | http://www.simplyrecipes.com/recipes/sugared_pecans/                                                          |
| 2476 | Summer Pea Soup                                                           | http://www.simplyrecipes.com/recipes/summer_pea_soup/                                                         |
| 2477 | Summer Squash Salad                                                       | http://www.simplyrecipes.com/recipes/summer_squash_salad/                                                     |
| 2478 | Sun Tea                                                                   | http://www.simplyrecipes.com/recipes/sun_tea/                                                                 |
| 2479 | Super Bowl Recipes!                                                       | http://www.simplyrecipes.com/recipes/super_bowl_recipes/                                                      |
| 2480 | Super Easy, Super Moist Chocolate Cupcakes                                | http://www.simplyrecipes.com/recipes/super_easy_super_moist_chocolate_cupcakes/                               |
| 2481 | Suzanne's Best Brownies                                                   | http://www.simplyrecipes.com/recipes/suzannes_best_brownies/                                                  |
| 2482 | Suzanne's Chocolate Cake                                                  | http://www.simplyrecipes.com/recipes/suzannes_chocolate_cake/                                                 |
| 2483 | Suzanne's Old Fashioned Pumpkin Pie                                       | http://www.simplyrecipes.com/recipes/suzannes_old_fashioned_pumpkin_pie/                                      |
| 2484 | Swedish Coffee Bread                                                      | http://www.simplyrecipes.com/recipes/swedish_coffee_bread/                                                    |
| 2485 | Swedish Meatballs                                                         | http://www.simplyrecipes.com/recipes/swedish_meatballs/                                                       |
| 2486 | Sweet Cherry Pie                                                          | http://www.simplyrecipes.com/recipes/sweet_cherry_pie/                                                        |
| 2487 | Sweet Potato Mash with Mint                                               | http://www.simplyrecipes.com/recipes/sweet_potato_mash_with_mint/                                             |
| 2488 | Sweet Potato Pie with Pecan Topping                                       | http://www.simplyrecipes.com/recipes/sweet_potato_pie_with_pecan_topping/                                     |
| 2489 | Sweet and Sour Chicken                                                    | http://www.simplyrecipes.com/recipes/sweet_and_sour_chicken/                                                  |
| 2490 | Sweet and Sour Onions                                                     | http://www.simplyrecipes.com/recipes/sweet_and_sour_onions/                                                   |
| 2491 | Sweet and Sour Red Cabbage                                                | http://www.simplyrecipes.com/recipes/sweet_and_sour_red_cabbage/                                              |
| 2492 | Sweet and Spicy Mushroom Stir Fry                                         | http://www.simplyrecipes.com/recipes/sweet_and_spicy_mushroom_stir_fry/                                       |
| 2493 | Swiss Chard                                                               | http://www.simplyrecipes.com/recipes/swiss_chard/                                                             |
| 2494 | Swiss Chard Tzatziki (Yogurt Dip)                                         | http://www.simplyrecipes.com/recipes/swiss_chard_tzatziki_yogurt_dip/                                         |
| 2495 | Swiss Chard with Olives                                                   | http://www.simplyrecipes.com/recipes/swiss_chard_with_olives/                                                 |
| 2496 | Swiss Steak                                                               | http://www.simplyrecipes.com/recipes/swiss_steak/                                                             |
| 2497 | Swordfish with Smoked Paprika                                             | http://www.simplyrecipes.com/recipes/swordfish_with_smoked_paprika/                                           |
| 2498 | Tabbouleh                                                                 | http://www.simplyrecipes.com/recipes/tabbouleh/                                                               |
| 2499 | Talerine Beef Casserole                                                   | http://www.simplyrecipes.com/recipes/talerine_beef_casserole/                                                 |
| 2500 | Tamale Pie                                                                | http://www.simplyrecipes.com/recipes/tamale_pie/                                                              |
| 2501 | Tandoori Chicken                                                          | http://www.simplyrecipes.com/recipes/tandoori_chicken/                                                        |
| 2502 | Tangerine Sorbet                                                          | http://www.simplyrecipes.com/recipes/tangerine_sorbet/                                                        |
| 2503 | Tapioca Pudding                                                           | http://www.simplyrecipes.com/recipes/tapioca_pudding/                                                         |
| 2504 | Tarragon Corn                                                             | http://www.simplyrecipes.com/recipes/tarragon_corn/                                                           |
| 2505 | Tarragon Corn Chowder                                                     | http://www.simplyrecipes.com/recipes/tarragon_corn_chowder/                                                   |
| 2506 | Tarragon Egg Salad                                                        | http://www.simplyrecipes.com/recipes/tarragon_egg_salad/                                                      |
| 2507 | Tarragon Tuna Melt                                                        | http://www.simplyrecipes.com/recipes/tarragon_tuna_melt/                                                      |
| 2508 | Tempura Squid                                                             | http://www.simplyrecipes.com/recipes/tempura_squid/                                                           |
| 2509 | Teriyaki Chicken Breasts                                                  | http://www.simplyrecipes.com/recipes/teriyaki_chicken_breasts/                                                |
| 2510 | Tex-Mex Lasagna                                                           | http://www.simplyrecipes.com/recipes/tex-mex_lasagna/                                                         |
| 2511 | Texas Caviar                                                              | http://www.simplyrecipes.com/recipes/texas_caviar/                                                            |
| 2512 | Thanksgiving Pie Recipes                                                  | http://www.simplyrecipes.com/recipes/thanksgiving_pie_recipes/                                                |
| 2513 | Thanksgiving Planning                                                     | http://www.simplyrecipes.com/recipes/thanksgiving_planning/                                                   |
| 2514 | Three Bean Salad                                                          | http://www.simplyrecipes.com/recipes/three_bean_salad/                                                        |
| 2515 | Three Teacup Chicken                                                      | http://www.simplyrecipes.com/recipes/three_teacup_chicken/                                                    |
| 2516 | Three-Bean Baked Beans                                                    | http://www.simplyrecipes.com/recipes/three-bean_baked_beans/                                                  |
| 2517 | Thumbprint Cookies                                                        | http://www.simplyrecipes.com/recipes/thumbprint_cookies/                                                      |
| 2518 | Tilapia with Pimiento Sauce                                               | http://www.simplyrecipes.com/recipes/tilapia_with_pimiento_sauce/                                             |
| 2519 | Toasted Pumpkin Seeds                                                     | http://www.simplyrecipes.com/recipes/toasted_pumpkin_seeds/                                                   |
